Song,Key,Mode,Danceability,Energy,Valence,Tempo,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood 
Talking To A Brick Wall by The Cooper Temple Clause,4,0,0.464,0.624,0.301,77.362,0.074,0.281,0.175,0.17,0.411,0.415,0.992,1.0,0.79,0.789,0.112,0.066,0.5513,0.0,0.0,0.0,0.0,0.0,0.946631,sad
I Want To Be Free by The Ohio Players,5,1,0.501,0.586,0.685,142.517,0.152,0.138,0.279,0.416,0.69,1.0,0.557,0.27,0.202,0.186,0.151,0.188,0.0,0.0,0.0,0.640547,0.0,0.78945,0.0,relaxed
Scandalous by Mis-Teeq,0,0,0.734,0.668,0.651,99.971,1.0,0.926,0.115,0.135,0.142,0.142,0.135,0.11,0.112,0.106,0.086,0.155,0.0,0.537362,0.0,0.0,0.0,0.0,0.797114,happy
You Put A Move On My Heart by Tamia,5,1,0.492,0.438,0.204,149.74,1.0,0.88,0.792,0.758,0.668,0.646,0.61,0.613,0.601,0.598,0.526,0.489,0.0,0.0,0.70401,0.0,0.729877,0.0,0.910626,relaxed
At Night by Shakedown,5,0,0.801,0.601,0.426,122.004,1.0,0.698,0.278,0.627,0.282,0.637,0.197,0.435,0.87,0.841,0.817,0.746,0.0,0.0,0.0,0.517417,0.551743,0.0,0.998015,happy
Your Gold Teeth II by Steely Dan,2,1,0.391,0.405,0.333,190.945,0.964,1.0,0.989,0.93,0.864,0.905,0.92,0.908,0.888,0.772,0.725,0.633,0.0,0.0,0.900357,0.0,0.0,0.0,0.0,relaxed
Sadness Is A Blessing by Lykke Li,0,1,0.313,0.733,0.49,119.891,0.385,0.696,0.643,0.663,1.0,0.956,0.956,0.935,0.546,0.567,0.174,0.044,0.0,0.0,0.0,0.8778590000000001,0.0,0.0,0.0,sad
Black Diamond by Kiss,8,0,0.354,0.62,0.184,132.526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Balloon by Hanne Hukkelberg,7,1,0.312,0.431,0.259,119.008,0.262,0.572,1.0,0.027,0.004,0.004,0.004,0.079,0.058,0.017,0.008,0.012,0.0,0.0,0.510215,0.0,0.0,0.641705,0.0,relaxed
No Fun by Sex Pistols,9,1,0.41,0.871,0.196,135.059,1.0,0.862,0.604,0.515,0.395,0.381,0.304,0.337,0.231,0.254,0.363,0.528,0.0,0.0,0.5742520000000001,0.0,0.0,0.0,0.805822,angry
I'm Nobody's Baby by Judy Garland,5,1,0.418,0.099,0.354,76.717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5589109999999999,0.0,0.9491120000000001,sad
Listen by Beyoncé,11,1,0.432,0.637,0.187,122.394,0.75,0.359,0.183,0.116,0.161,0.176,0.163,0.17,0.612,0.562,1.0,0.315,0.0,0.0,0.539899,0.0,0.0,0.0,0.0,sad
Dune Sea by Unbelievable Truth,4,0,0.549,0.519,0.228,108.046,1.0,0.983,0.504,0.496,0.353,0.36,0.207,0.2,0.221,0.188,0.344,0.197,0.0,0.0,0.0,0.0,0.0,0.645228,0.0,sad
O Paraíso by Madredeus,9,0,0.332,0.14,0.225,181.893,1.0,0.966,0.318,0.221,0.161,0.124,0.133,0.167,0.212,0.224,0.244,0.497,0.0,0.0,0.0,0.0,0.596122,0.0,0.0,relaxed
You Ruined Everything by Jonathan Coulton,0,1,0.643,0.263,0.339,129.81,1.0,0.953,0.553,0.535,0.517,0.51,0.518,0.523,0.523,0.503,0.465,0.135,0.0,0.0,0.627015,0.0,0.0,0.0,0.0,happy
This Song by Badly Drawn Boy,9,1,0.443,0.467,0.46,86.298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.503969,0.0,0.0,0.0,0.8272879999999999,relaxed
Shuffle Your Feet by Marla Hansen,5,1,0.525,0.173,0.503,70.871,0.133,0.132,0.082,0.082,0.101,0.199,0.584,1.0,0.587,0.126,0.03,0.07,0.0,0.0,0.0,0.524608,0.0,0.0,0.0,relaxed
Get It While You Can by Janis Joplin,5,1,0.39,0.443,0.344,147.016,1.0,0.979,0.732,0.719,0.699,0.702,0.677,0.668,0.649,0.638,0.618,0.41,0.0,0.0,0.814894,0.0,0.0,0.0,0.904708,relaxed
30 Seconds Over Tokyo by Pere Ubu,0,1,0.395,0.644,0.283,122.35,1.0,0.953,0.657,0.719,0.828,0.767,0.58,0.497,0.463,0.418,0.462,0.312,0.0,0.0,0.788573,0.0,0.0,0.0,0.8915290000000001,angry
Hyaluron by Eftos,8,1,0.179,0.941,0.0558,104.59,0.438,0.352,1.0,0.76,0.225,0.956,0.388,0.131,0.179,0.196,0.714,0.529,0.0,0.69198,0.0,0.0,0.716985,0.9263629999999999,0.0,angry
Tess Shit by Kool Keith,1,0,0.804,0.73,0.169,84.899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.878044,0.0,0.0,0.0,0.0,0.0,0.0,angry
1992 by Blur,7,1,0.126,0.628,0.126,154.629,1.0,0.929,0.864,0.751,0.657,0.649,0.616,0.565,0.505,0.387,0.337,0.271,0.0,0.0,0.787788,0.0,0.0,0.0,0.0,sad
Creepy Crawler by Zombie Girl,5,1,0.606,0.967,0.762,129.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.850815,0.0,0.0,0.0,0.0,0.93878,angry
Don't They Have Payphones Wherever You Were Last Night by Casiotone for the Painfully Alone,0,1,0.435,0.223,0.0905,86.677,0.537,1.0,0.537,0.476,0.864,0.319,0.156,0.184,0.485,0.194,0.172,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Your Magic Is Working by of Montreal,6,1,0.587,0.87,0.889,185.01,0.423,1.0,0.408,0.156,0.148,0.193,0.246,0.188,0.239,0.183,0.168,0.358,0.0,0.0,0.658345,0.0,0.0,0.0,0.0,happy
Merciless Cult by DIR EN GREY,6,0,0.463,0.734,0.351,144.087,0.354,1.0,0.152,0.066,0.098,0.149,0.129,0.093,0.523,0.384,0.148,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
A Strange Arrangement by Mayer Hawthorne,7,0,0.657,0.357,0.448,127.627,0.105,0.038,0.018,0.007,0.013,0.502,0.123,0.017,0.029,0.073,1.0,0.868,0.0,0.0,0.0,0.0,0.0,0.8386239999999999,0.0,relaxed
Foam Hands by Destroyer,4,1,0.448,0.41,0.474,162.124,0.35,0.737,1.0,0.108,0.156,0.154,0.206,0.122,0.115,0.171,0.579,0.743,0.0,0.0,0.0,0.0,0.809307,0.972242,0.0,sad
Undivided by Thirteen Senses,6,1,0.411,0.214,0.119,80.033,0.194,1.0,0.123,0.162,0.085,0.671,0.091,0.111,0.474,0.081,0.02,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.80186,sad
Ice & Snow by Sambassadeur,0,1,0.641,0.676,0.535,100.034,0.592,0.617,0.552,0.516,0.415,0.563,0.747,1.0,0.964,0.594,0.506,0.561,0.0,0.0,0.532784,0.0,0.0,0.0,0.9463940000000001,relaxed
Pulse of the Maggots by Slipknot,7,1,0.218,0.994,0.112,87.469,0.122,0.079,0.057,0.197,0.039,0.115,0.693,0.051,0.031,0.072,0.28,1.0,0.724546,0.0,0.0,0.0,0.693911,0.0,0.578397,angry
Rich Girl by Gwen Stefani,7,0,0.856,0.754,0.722,98.018,0.727,0.312,0.284,0.219,0.364,0.533,0.437,0.173,0.403,0.418,1.0,0.376,0.0,0.0,0.770476,0.0,0.709916,0.0,0.0,happy
Sadistic Embrace by Carnifex,9,1,0.496,0.99,0.098,102.48,0.34,0.955,0.232,0.229,0.59,0.41,0.314,0.508,0.235,1.0,0.416,0.52,0.0,0.0,0.0,0.0,0.910854,0.0,0.0,angry
Here Comes the Pain by Slayer,10,1,0.252,0.994,0.165,123.922,0.509,0.481,0.406,0.635,0.567,0.595,1.0,0.769,0.611,0.45,0.589,0.652,0.0,0.0,0.0,0.630336,0.0,0.589192,0.0,angry
SOS by Rihanna,7,1,0.677,0.671,0.527,137.046,1.0,0.973,0.596,0.583,0.551,0.545,0.543,0.534,0.521,0.527,0.499,0.224,0.0,0.0,0.0,0.801473,0.0,0.0,0.8387549999999999,happy
Hello It's Me by The Isley Brothers,6,0,0.473,0.354,0.466,85.667,0.271,0.213,0.215,0.199,0.203,0.291,0.286,0.283,0.261,0.51,0.462,1.0,0.0,0.0,0.0,0.0,0.8283309999999999,0.0,0.979893,relaxed
Walking Around by The Innocence Mission,4,1,0.68,0.433,0.412,116.335,1.0,0.66,0.554,0.658,0.654,0.595,0.757,0.701,0.926,0.823,0.927,0.816,0.0,0.0,0.0,0.738139,0.551743,0.0,0.0,relaxed
Upon This Tidal Wave of Young Blood by Clap Your Hands Say Yeah,7,1,0.442,0.901,0.737,161.297,0.13,0.16,0.503,0.145,0.113,0.156,0.473,1.0,0.467,0.166,0.072,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
We Break The Dawn by Michelle Williams,4,0,0.708,0.635,0.387,110.978,0.969,1.0,0.254,0.184,0.154,0.152,0.131,0.111,0.071,0.06,0.089,0.343,0.0,0.0,0.531667,0.0,0.0,0.0,0.0,happy
Ilman sinua olen lyijyä by Scandinavian Music Group,0,1,0.378,0.271,0.197,138.582,0.343,0.37,0.343,0.35,0.371,0.347,0.371,0.544,0.641,0.841,0.871,1.0,0.0,0.0,0.9456180000000001,0.0,0.530786,0.0,0.0,sad
She Stands Up by M83,0,1,0.565,0.709,0.203,105.074,0.608,0.684,0.92,0.369,0.526,0.477,0.383,1.0,0.371,0.724,0.977,0.295,0.0,0.0,0.582859,0.0,0.942817,0.0,0.796798,relaxed
Babylon's Burning by The Ruts,9,0,0.334,0.925,0.577,168.393,1.0,0.991,0.985,0.93,0.917,0.873,0.762,0.661,0.61,0.569,0.503,0.471,0.0,0.8430549999999999,0.0,0.0,0.0,0.0,0.0,angry
Modern Dance by Pere Ubu,7,1,0.372,0.634,0.504,155.535,0.992,1.0,0.603,0.574,0.555,0.559,0.561,0.561,0.545,0.501,0.484,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.8559100000000001,angry
Easy Hearts by Whiskeytown,4,1,0.301,0.27,0.197,122.587,1.0,0.601,0.265,0.262,0.185,0.174,0.144,0.161,0.21,0.128,0.194,0.737,0.0,0.0,0.0,0.0,0.77494,0.7707649999999999,0.0,relaxed
Train of Consequences by Megadeth,8,1,0.555,0.946,0.568,114.755,0.326,0.372,0.512,0.481,0.644,0.637,1.0,0.154,0.204,0.191,0.17,0.593,0.0,0.0,0.0,0.545186,0.0,0.0,0.635753,angry
Fragile Dreams by Anathema,7,0,0.25,0.309,0.0778,129.866,0.032,0.081,0.75,0.047,0.026,0.029,0.048,1.0,0.028,0.104,0.043,0.086,0.0,0.0,0.0,0.0,0.939283,0.0,0.0,sad
Always by Matt Dusk,2,0,0.555,0.164,0.122,119.843,0.581,1.0,0.83,0.352,0.373,0.366,0.692,0.681,0.314,0.149,0.195,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Hyper Music by Muse,7,1,0.27,0.91,0.397,121.386,0.983,1.0,0.486,0.422,0.276,0.188,0.142,0.128,0.104,0.117,0.156,0.529,0.0,0.0,0.0,0.0,0.6561560000000001,0.0,0.761129,angry
Você Me Faz Tão Bem by Detonautas Roque Clube,7,0,0.391,0.797,0.369,143.605,0.498,0.623,0.611,0.455,0.384,0.484,0.518,1.0,0.678,0.522,0.56,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
What's The Word by We Are Scientists,11,0,0.434,0.889,0.57,155.967,0.915,1.0,0.807,0.781,0.82,0.848,0.441,0.459,0.184,0.131,0.247,0.417,0.6044619999999999,0.0,0.0,0.0,0.0,0.0,0.0,angry
Wiseman by Slightly Stoopid,7,1,0.717,0.373,0.538,138.513,1.0,0.12,0.054,0.017,0.027,0.018,0.044,0.343,0.059,0.032,0.03,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
The Destroying Angel by Anaal Nathrakh,7,1,0.317,0.657,0.0355,118.579,0.383,0.039,0.025,0.028,0.021,0.022,0.047,0.039,0.028,0.035,0.049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8841379999999999,angry
Evil Has Never by Union of Knives,7,1,0.588,0.879,0.821,120.807,0.553,0.623,0.646,0.585,0.45,1.0,0.732,0.847,0.693,0.497,0.394,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.9338110000000001,sad
Godzilla by Blue Oyster Cult,4,1,0.373,0.869,0.696,184.024,1.0,0.981,0.76,0.572,0.653,0.792,0.956,0.625,0.663,0.719,0.676,0.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
It Could Be You by Blur,7,1,0.702,0.718,0.869,125.36,0.46,0.938,1.0,0.962,0.918,0.931,0.64,0.65,0.499,0.514,0.276,0.17,0.0,0.0,0.859642,0.0,0.0,0.0,0.948983,happy
Free Among the Dead by Diamanda Galás,4,1,0.272,0.397,0.0447,124.927,0.746,0.639,0.481,0.41,0.378,0.568,1.0,0.882,0.71,0.47,0.388,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Teachers by Leonard Cohen,7,1,0.57,0.368,0.362,98.178,1.0,0.967,0.885,0.883,0.635,0.633,0.741,0.744,0.79,0.788,0.689,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
No Man Can Find The War by Tim Buckley,3,0,0.55,0.428,0.676,111.742,1.0,0.985,0.988,0.797,0.65,0.467,0.424,0.416,0.442,0.433,0.358,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Jump in the Line by Harry Belafonte,5,1,0.594,0.889,0.8,116.187,0.789,0.712,0.446,0.615,0.561,1.0,0.739,0.42,0.568,0.541,0.421,0.505,0.0,0.0,0.5080210000000001,0.0,0.0,0.0,0.0,happy
Bad Company by Bad Company,8,1,0.545,0.467,0.444,113.713,1.0,0.68,0.187,0.221,0.227,0.311,0.403,0.458,0.315,0.152,0.188,0.578,0.0,0.0,0.0,0.686657,0.0,0.705889,0.0,sad
Multiply by Jamie Lidell,5,0,0.832,0.593,0.729,111.075,0.246,0.219,0.257,0.866,1.0,0.627,0.244,0.239,0.127,0.042,0.021,0.157,0.0,0.0,0.0,0.0,0.0,0.733787,0.0,happy
Cross Bones Style by Cat Power,6,1,0.515,0.64,0.314,111.157,0.888,0.99,0.916,0.947,0.872,1.0,0.898,0.806,0.761,0.714,0.607,0.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Darkness of Christ by Slayer,9,1,0.302,0.957,0.159,97.078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.542856,0.0,0.0,0.784629,0.924803,0.0,angry
One Step Too Far by Faithless,4,0,0.644,0.852,0.629,111.987,1.0,0.983,0.364,0.326,0.3,0.317,0.315,0.302,0.271,0.229,0.209,0.454,0.0,0.0,0.0,0.570681,0.0,0.0,0.0,relaxed
Day One: Vigil by Ayreon,4,0,0.31,0.386,0.509,87.398,0.344,0.374,0.307,0.442,0.968,1.0,0.774,0.251,0.289,0.273,0.269,0.238,0.0,0.0,0.0,0.564595,0.0,0.0,0.908434,sad
Catch The Rainbow by Rainbow,4,0,0.32,0.412,0.282,132.986,0.949,1.0,0.498,0.537,0.498,0.523,0.507,0.482,0.413,0.246,0.116,0.217,0.0,0.0,0.828141,0.0,0.0,0.0,0.8400280000000001,sad
Greenville by Lucinda Williams,1,1,0.353,0.395,0.312,185.265,0.533,1.0,0.377,0.314,0.467,0.345,0.359,0.437,0.398,0.403,0.498,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.770435,sad
Heart And Shoulder by Heather Nova,7,1,0.517,0.681,0.323,114.966,1.0,0.856,0.419,0.275,0.257,0.264,0.203,0.114,0.171,0.263,0.252,0.528,0.0,0.0,0.0,0.790061,0.0,0.0,0.724637,relaxed
Long Stick Goes Boom by Krokus,2,1,0.442,0.744,0.244,128.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.522234,0.0,angry
Sweet Darlin' by She & Him,0,1,0.318,0.876,0.169,133.925,0.901,1.0,0.335,0.288,0.224,0.294,0.202,0.119,0.201,0.225,0.355,0.247,0.0,0.0,0.0,0.512496,0.0,0.0,0.781683,happy
Action by Powerman 5000,1,0,0.442,0.997,0.303,146.336,0.462,1.0,0.364,0.695,0.447,0.677,0.731,0.554,0.487,0.333,0.33,0.263,0.0,0.0,0.52937,0.0,0.0,0.0,0.95408,angry
All For Swinging You Around by The New Pornographers,6,1,0.401,0.909,0.797,177.948,0.414,0.233,0.175,0.183,0.157,0.196,0.286,0.268,0.118,0.087,0.194,1.0,0.0,0.0,0.0,0.5187390000000001,0.873713,0.0,0.0,happy
And I'm Evil by Beatallica,0,1,0.275,0.933,0.611,75.722,1.0,0.983,0.502,0.508,0.569,0.569,0.598,0.579,0.572,0.579,0.631,0.16,0.709518,0.0,0.0,0.0,0.0,0.0,0.733641,happy
Chi by Korn,1,0,0.697,0.808,0.54,95.841,0.079,0.049,0.035,0.026,0.02,0.027,0.041,0.265,1.0,0.894,0.393,0.145,0.0,0.0,0.0,0.743478,0.0,0.6245310000000001,0.0,angry
Neon Moon by Brooks & Dunn,9,1,0.702,0.632,0.457,102.404,0.702,0.691,0.671,0.767,0.929,0.707,0.67,0.775,0.963,0.962,1.0,0.991,0.0,0.0,0.0,0.730222,0.664447,0.73229,0.0,sad
A Dream About You by Keri Noble,10,0,0.633,0.193,0.115,73.982,0.211,0.059,0.082,0.07,0.092,0.227,0.15,0.041,0.037,0.236,1.0,0.919,0.0,0.0,0.0,0.749115,0.51064,0.0,0.71572,relaxed
Around The World by Aqua,6,1,0.698,0.969,0.964,129.953,0.978,1.0,0.31,0.289,0.224,0.303,0.232,0.26,0.265,0.297,0.274,0.314,0.0,0.0,0.7778930000000001,0.0,0.0,0.0,0.664175,happy
Evil Urges by My Morning Jacket,7,1,0.453,0.895,0.452,133.917,0.511,0.577,0.641,0.704,0.716,0.756,0.72,0.667,0.705,0.805,0.845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947929,happy
Nothing Much to Lose by My Bloody Valentine,2,1,0.282,0.95,0.0814,130.677,0.843,0.863,0.409,0.538,0.467,0.41,0.478,0.635,0.517,0.429,0.306,1.0,0.0,0.0,0.532833,0.0,0.0,0.0,0.0,sad
Chop Suey! by System of a Down,7,0,0.419,0.934,0.286,127.288,1.0,0.842,0.279,0.275,0.171,0.256,0.337,0.349,0.281,0.285,0.436,0.55,0.0,0.544894,0.0,0.698721,0.0,0.0,0.0,angry
The Freak Show by Antimatter,9,0,0.356,0.66,0.0742,107.791,1.0,0.989,0.625,0.599,0.576,0.575,0.563,0.55,0.54,0.518,0.512,0.284,0.0,0.0,0.671339,0.0,0.0,0.5597260000000001,0.0,sad
Omen Sore by ERA,9,1,0.376,0.638,0.234,80.028,0.3,0.412,0.542,0.607,0.849,0.659,0.437,0.255,0.332,1.0,0.385,0.17,0.0,0.571288,0.0,0.0,0.0,0.0,0.0,relaxed
When I Get Where I'm Going by Brad Paisley,0,1,0.52,0.379,0.208,85.934,0.58,0.743,0.634,0.524,0.799,0.952,1.0,0.975,0.672,0.686,0.414,0.129,0.0,0.0,0.671823,0.662054,0.0,0.0,0.51835,sad
Victory by Megadeth,10,0,0.422,0.973,0.297,168.051,0.988,1.0,0.413,0.369,0.336,0.365,0.368,0.35,0.319,0.265,0.233,0.51,0.0,0.0,0.0,0.535245,0.0,0.0,0.850625,angry
My Baby Does Me by Queen,1,1,0.786,0.415,0.712,90.954,0.669,1.0,0.769,0.741,0.386,0.401,0.44,0.407,0.178,0.169,0.44,0.139,0.0,0.0,0.8325940000000001,0.0,0.6815060000000001,0.0,0.0,happy
Morning Glory by Tim Buckley,8,1,0.358,0.285,0.38,83.858,1.0,0.896,0.724,0.567,0.546,0.496,0.412,0.351,0.362,0.42,0.487,0.568,0.0,0.8352,0.0,0.0,0.0,0.0,0.917243,sad
Black Light District by The Gathering,10,1,0.217,0.788,0.113,113.622,0.609,0.585,0.714,0.618,0.766,0.517,0.619,1.0,0.748,0.459,0.331,0.31,0.0,0.0,0.0,0.84885,0.0,0.0,0.0,sad
Can You Hear The Music by The Rolling Stones,5,1,0.322,0.69,0.492,73.279,0.605,0.779,0.765,0.751,0.717,0.703,0.995,1.0,0.947,0.962,0.52,0.528,0.0,0.0,0.754262,0.0,0.0,0.0,0.931982,sad
Reminiscing by Little River Band,7,1,0.54,0.465,0.341,94.731,0.404,0.347,0.339,1.0,0.523,0.575,0.303,0.252,0.199,0.264,0.595,0.386,0.0,0.0,0.5327529999999999,0.0,0.0,0.0,0.0,relaxed
Dead and Buried by Alien Sex Fiend,8,0,0.272,0.893,0.511,169.292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.557401,0.0,0.0,0.0,angry
Sway by Voxtrot,4,0,0.456,0.277,0.165,137.128,0.493,0.391,0.665,0.522,0.477,0.633,0.602,0.468,0.434,0.553,1.0,0.528,0.0,0.0,0.0,0.81482,0.0,0.0,0.50589,sad
Homebird by Foy Vance,0,1,0.695,0.278,0.501,81.992,0.843,0.936,0.827,0.726,0.721,0.742,0.967,0.877,0.781,0.892,0.835,1.0,0.0,0.0,0.5347609999999999,0.0,0.0,0.0,0.658666,relaxed
Rain Song by COLD,7,0,0.518,0.858,0.301,101.987,0.803,0.986,0.824,0.718,0.88,1.0,0.941,0.786,0.771,0.786,0.775,0.746,0.0,0.0,0.0,0.624501,0.0,0.939867,0.0,sad
Cruel Summer by Bananarama,1,0,0.666,0.871,0.936,108.501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.578234,0.0,0.0,0.658666,happy
Still in Love by Nick Cave and the Bad Seeds,0,1,0.408,0.305,0.0566,116.804,1.0,0.853,0.52,0.438,0.377,0.394,0.439,0.458,0.511,0.519,0.638,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.953578,sad
Papi by Jennifer Lopez,4,0,0.705,0.805,0.886,120.021,0.133,0.128,0.053,0.047,0.118,0.142,0.119,0.127,0.115,1.0,0.471,0.12,0.0,0.0,0.8556299999999999,0.0,0.701671,0.820205,0.0,happy
Anorak Christmas by Sally Shapiro,0,1,0.609,0.639,0.524,129.939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.56543,0.0,relaxed
Fun Fun Fun by Busted,9,1,0.262,0.524,0.465,163.979,0.166,0.16,0.181,0.195,0.339,0.737,1.0,0.991,0.651,0.179,0.222,0.193,0.0,0.0,0.695394,0.0,0.0,0.0,0.761129,happy
Sex. Murder. Art. by Slayer,7,1,0.35,0.986,0.151,107.749,1.0,0.771,0.564,0.29,0.246,0.51,0.522,0.332,0.283,0.281,0.253,0.947,0.0,0.0,0.539229,0.0,0.0,0.0,0.0,angry
4 Words (To Choke Upon) by Bullet For My Valentine,8,1,0.369,0.95,0.33,92.555,0.472,0.374,0.254,0.229,0.515,0.607,0.934,0.848,1.0,0.991,0.77,0.131,0.0,0.0,0.0,0.5322939999999999,0.964507,0.502153,0.0,angry
Lovestain by José González,8,1,0.594,0.186,0.393,146.413,0.244,0.981,0.218,1.0,0.447,0.115,0.076,0.079,0.089,0.098,0.295,0.069,0.0,0.0,0.0,0.672659,0.0,0.0,0.0,relaxed
I Would Like To Call It Beauty by Corinne Bailey Rae,10,1,0.292,0.156,0.133,79.224,1.0,0.622,0.254,0.253,0.252,0.369,0.288,0.815,0.554,0.165,0.166,0.363,0.0,0.0,0.708109,0.0,0.0,0.0,0.0,relaxed
Meadow by Espers,11,0,0.403,0.358,0.156,117.045,0.859,0.894,0.973,0.463,0.599,1.0,0.39,0.564,0.472,0.635,0.484,0.32,0.0,0.0,0.0,0.0,0.53889,0.0,0.616216,relaxed
London Calling by The Clash,0,1,0.651,0.801,0.776,133.763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.620534,0.0,0.0,angry
Orgasmatron by Motörhead,3,1,0.415,0.985,0.135,127.835,0.325,0.273,0.268,0.404,0.384,0.388,1.0,0.523,0.402,0.541,0.715,0.502,0.0,0.0,0.0,0.0,0.0,0.59538,0.0,angry
Back To Manhattan by Norah Jones,10,1,0.527,0.224,0.178,91.908,1.0,0.716,0.562,0.519,0.282,0.284,0.902,0.933,0.851,0.886,0.739,0.766,0.0,0.0,0.0,0.0,0.747663,0.0,0.539798,sad
If You Know Love by Molly Johnson,10,1,0.872,0.28,0.436,104.526,0.979,1.0,0.794,0.581,0.453,0.285,0.225,0.408,0.611,0.742,0.765,0.821,0.0,0.0,0.853508,0.0,0.7932560000000001,0.0,0.0,relaxed
Ophelia by The Tear Garden,1,1,0.569,0.81,0.254,109.235,0.306,0.274,0.332,0.221,0.338,0.388,0.316,0.296,0.236,0.277,1.0,0.906,0.0,0.0,0.709503,0.0,0.0,0.0,0.8988389999999999,sad
Letter To God by Hole,4,1,0.404,0.523,0.118,73.551,1.0,0.663,0.281,0.358,0.291,0.285,0.355,0.334,0.469,0.455,0.581,0.21,0.0,0.0,0.0,0.702786,0.0,0.0,0.0,sad
Washington Is Next! by Megadeth,4,0,0.299,0.982,0.43,198.017,0.181,0.241,0.281,0.294,1.0,0.204,0.118,0.146,0.111,0.203,0.2,0.245,0.586186,0.0,0.0,0.0,0.0,0.0,0.6192989999999999,angry
Flora's Secret by Enya,11,1,0.568,0.253,0.597,142.093,1.0,0.983,0.292,0.211,0.235,0.307,0.278,0.197,0.169,0.144,0.082,0.336,0.0,0.0,0.704321,0.0,0.0,0.0,0.0,relaxed
Sex Dwarf by Soft Cell,5,1,0.511,0.607,0.648,148.046,0.237,0.624,1.0,0.347,0.149,0.123,0.157,0.022,0.048,0.292,0.037,0.021,0.0,0.0,0.561492,0.0,0.0,0.0,0.0,happy
I Only Want To Be With You by Dusty Springfield,7,1,0.602,0.684,0.961,133.0,0.967,0.904,0.854,0.854,0.83,0.913,0.942,0.998,1.0,0.934,0.85,0.741,0.0,0.0,0.550773,0.0,0.0,0.0,0.60858,happy
Mea Culpa by Enigma,11,0,0.556,0.762,0.332,109.995,0.239,0.278,0.425,0.274,0.515,0.354,0.64,0.392,1.0,0.412,0.722,0.31,0.0,0.0,0.5665939999999999,0.0,0.0,0.0,0.0,relaxed
Sun (acoustic) by Mae,9,1,0.712,0.431,0.37,96.01,0.493,0.094,0.032,0.021,0.014,0.303,0.292,0.022,0.054,0.015,0.062,1.0,0.0,0.0,0.576126,0.554794,0.526692,0.0,0.921459,relaxed
Highway to Hell by AC/DC,6,0,0.574,0.913,0.423,115.728,0.924,0.69,0.477,0.459,0.683,1.0,0.906,0.701,0.589,0.457,0.39,0.328,0.587346,0.0,0.0,0.0,0.0,0.0,0.0,angry
I Still Get Jealous by Louis Armstrong,7,0,0.583,0.486,0.812,73.354,0.931,0.781,0.649,0.55,0.507,0.601,0.75,0.876,0.97,0.935,1.0,0.973,0.0,0.0,0.0,0.542437,0.61788,0.0,0.0,relaxed
